# `gene_id` is the hg19 Ensembl gene identifier.
# `gene_symbol` is the gene symbol.
# `seqname` is the gene's chromosome or scaffold name.
# `afe_annotation_status` indicates whether the line's AFE overlaps an annotated FE.
# `*_start` and `*_end` fields define the feature's 0-based, half-open interval.
# `strand` is the occupied strand; i.e., "+" or "-" for forward or reverse.
gene_id	gene_symbol	seqname	gene_start	gene_end	strand	afe_start	afe_end	afe_annotation_status	se_start	se_end
ENSG00000234906.4	APOC2	19	45449242	45452822	+	45450459	45450568	annotated	45451722	45451790
ENSG00000104859.10	CLASRP	19	45542297	45574214	+	45567600	45567888	unannotated	45571272	45571312
ENSG00000104859.10	CLASRP	19	45542297	45574214	+	45567600	45567888	unannotated	45571272	45571316
ENSG00000104859.10	CLASRP	19	45542297	45574214	+	45567600	45567888	unannotated	45571677	45571738
ENSG00000125740.9	FOSB	19	45971252	45978437	+	45971252	45971970	annotated	45973886	45974207
ENSG00000125740.9	FOSB	19	45971252	45978437	+	45971252	45971970	annotated	45974003	45974207
ENSG00000125740.9	FOSB	19	45971252	45978437	+	45971252	45971970	annotated	45974451	45974559
ENSG00000125753.9	VASP	19	46009836	46030241	+	46025597	46025839	annotated	46026901	46026953
ENSG00000125753.9	VASP	19	46009836	46030241	+	46025597	46025839	annotated	46027098	46027135
ENSG00000104936.13	DMPK	19	46272974	46285810	-	46283035	46284005	annotated	46280584	46280848
ENSG00000104936.13	DMPK	19	46272974	46285810	-	46283035	46284005	annotated	46280599	46280848
ENSG00000104936.13	DMPK	19	46272974	46285810	-	46283035	46284005	annotated	46280924	46281131
ENSG00000104936.13	DMPK	19	46272974	46285810	-	46283035	46284005	annotated	46282521	46282617
ENSG00000104936.13	DMPK	19	46272974	46285810	-	46285450	46285810	annotated	46280584	46280848
ENSG00000104936.13	DMPK	19	46272974	46285810	-	46285450	46285810	annotated	46280599	46280848
ENSG00000104936.13	DMPK	19	46272974	46285810	-	46285450	46285810	annotated	46280924	46281131
ENSG00000104936.13	DMPK	19	46272974	46285810	-	46285450	46285810	annotated	46282521	46282617
ENSG00000268434.1	AC011530.4	19	46282694	46289231	-	46288851	46289231	annotated	46285450	46285508
ENSG00000268434.1	AC011530.4	19	46282694	46289231	-	46288851	46289231	annotated	46287898	46287973
ENSG00000104983.4	CCDC61	19	46498338	46524576	+	46519951	46520091	unannotated	46520248	46520327
ENSG00000042753.7	AP2S1	19	47341392	47354249	-	47353390	47353573	annotated	47349249	47349399
ENSG00000042753.7	AP2S1	19	47341392	47354249	-	47353912	47354249	annotated	47349249	47349399
ENSG00000178980.10	SEPW1	19	48281828	48287943	+	48281828	48282071	annotated	48283981	48284006
ENSG00000178980.10	SEPW1	19	48281828	48287943	+	48281828	48282071	annotated	48284120	48284257
ENSG00000178980.10	SEPW1	19	48281828	48287943	+	48281828	48282071	annotated	48284546	48284645
ENSG00000178980.10	SEPW1	19	48281828	48287943	+	48282189	48284006	annotated	48284120	48284257
ENSG00000178980.10	SEPW1	19	48281828	48287943	+	48282189	48284006	annotated	48284546	48284645
ENSG00000178980.10	SEPW1	19	48281828	48287943	+	48284012	48284439	annotated	48284546	48284645
ENSG00000105523.3	FAM83E	19	49104066	49118111	-	49116164	49116819	annotated	49113936	49114104
ENSG00000105523.3	FAM83E	19	49104066	49118111	-	49117964	49118111	annotated	49113936	49114104
ENSG00000105538.4	RASIP1	19	49223843	49243978	-	49227593	49227766	unannotated	49225110	49225258
ENSG00000183207.8	RUVBL2	19	49496704	49519252	+	49502575	49502630	annotated	49507463	49507675
ENSG00000183207.8	RUVBL2	19	49496704	49519252	+	49502575	49502630	annotated	49507533	49507675
ENSG00000104852.10	SNRNP70	19	49588675	49611862	+	49588675	49588893	annotated	49589661	49589818
ENSG00000104852.10	SNRNP70	19	49588675	49611862	+	49588675	49588893	annotated	49593547	49593610
ENSG00000104863.7	LIN7B	19	49617580	49621717	+	49617580	49617698	annotated	49618105	49618224
ENSG00000104863.7	LIN7B	19	49617580	49621717	+	49617580	49617698	annotated	49619519	49619729
ENSG00000130529.11	TRPM4	19	49660997	49715093	+	49670900	49671354	annotated	49671516	49671680
ENSG00000130529.11	TRPM4	19	49660997	49715093	+	49670900	49671354	annotated	49675265	49675365
ENSG00000161618.5	ALDH16A1	19	49956425	49974305	+	49964875	49965293	unannotated	49967383	49967520
ENSG00000161618.5	ALDH16A1	19	49956425	49974305	+	49964875	49965293	unannotated	49969338	49969540
ENSG00000090554.8	FLT3LG	19	49977463	49989488	+	49977463	49977538	annotated	49978947	49979058
ENSG00000090554.8	FLT3LG	19	49977463	49989488	+	49977817	49977929	annotated	49978947	49979058
ENSG00000142534.2	RPS11	19	49999621	50002946	+	49999621	49999754	annotated	50000429	50000582
ENSG00000142534.2	RPS11	19	49999621	50002946	+	49999621	49999754	annotated	50000450	50000582
ENSG00000142534.2	RPS11	19	49999621	50002946	+	49999621	49999754	annotated	50001173	50001303
ENSG00000104870.8	FCGRT	19	50010072	50029590	+	50015535	50016007	annotated	50016643	50016730
ENSG00000104870.8	FCGRT	19	50010072	50029590	+	50015535	50016007	annotated	50017138	50017390
ENSG00000104870.8	FCGRT	19	50010072	50029590	+	50015535	50016007	annotated	50017138	50017743
ENSG00000104870.8	FCGRT	19	50010072	50029590	+	50015535	50016007	annotated	50017467	50017743
ENSG00000126461.10	SCAF1	19	50145381	50161899	+	50148086	50148391	annotated	50148610	50148668
ENSG00000126461.10	SCAF1	19	50145381	50161899	+	50148086	50148391	annotated	50149782	50149883
ENSG00000126456.11	IRF3	19	50162825	50169132	-	50167699	50167780	annotated	50163969	50164085
ENSG00000126456.11	IRF3	19	50162825	50169132	-	50167699	50167780	annotated	50163969	50164101
ENSG00000126456.11	IRF3	19	50162825	50169132	-	50167699	50167780	annotated	50164706	50165585
ENSG00000126456.11	IRF3	19	50162825	50169132	-	50167699	50167780	annotated	50165204	50165585
ENSG00000126456.11	IRF3	19	50162825	50169132	-	50167699	50167780	annotated	50166599	50166771
ENSG00000126456.11	IRF3	19	50162825	50169132	-	50167809	50169132	annotated	50164706	50165585
ENSG00000126456.11	IRF3	19	50162825	50169132	-	50167809	50169132	annotated	50165204	50165585
ENSG00000126456.11	IRF3	19	50162825	50169132	-	50167809	50169132	annotated	50166599	50166771
ENSG00000126457.16	PRMT1	19	50179042	50192286	+	50180329	50180615	annotated	50183743	50183845
ENSG00000104960.11	PTOV1	19	50353991	50364001	+	50353991	50354756	annotated	50358087	50358145
ENSG00000104960.11	PTOV1	19	50353991	50364001	+	50353991	50354756	annotated	50358226	50358334
ENSG00000131408.9	NR1H2	19	50832909	50886239	+	50879491	50880083	annotated	50880989	50881127
ENSG00000131408.9	NR1H2	19	50832909	50886239	+	50879491	50880083	annotated	50881405	50881569
ENSG00000131408.9	NR1H2	19	50832909	50886239	+	50879491	50880083	annotated	50881405	50881696
ENSG00000269404.2	SPIB	19	50922194	50934570	+	50922194	50922242	annotated	50926079	50926294
ENSG00000269404.2	SPIB	19	50922194	50934570	+	50923149	50923230	unannotated	50926079	50926294
ENSG00000161677.7	JOSD2	19	51009254	51014610	-	51013396	51013705	unannotated	51010830	51010956
ENSG00000161677.7	JOSD2	19	51009254	51014610	-	51014331	51014610	annotated	51010830	51010956
ENSG00000161677.7	JOSD2	19	51009254	51014610	-	51014331	51014610	annotated	51013542	51013702
ENSG00000161677.7	JOSD2	19	51009254	51014610	-	51014331	51014610	annotated	51013542	51013705
ENSG00000167747.9	C19orf48	19	51300960	51308186	-	51305245	51305907	annotated	51302528	51302614
ENSG00000167747.9	C19orf48	19	51300960	51308186	-	51305245	51305907	annotated	51302550	51302614
ENSG00000167749.7	KLK4	19	51409607	51413994	-	51412268	51412392	annotated	51411614	51411747
ENSG00000167749.7	KLK4	19	51409607	51413994	-	51412268	51412392	annotated	51411614	51411751
ENSG00000167749.7	KLK4	19	51409607	51413994	-	51412495	51412670	annotated	51411614	51411747
ENSG00000167749.7	KLK4	19	51409607	51413994	-	51412495	51412670	annotated	51411614	51411751
ENSG00000167757.9	KLK11	19	51525471	51531295	-	51529793	51530462	annotated	51527300	51527566
ENSG00000167757.9	KLK11	19	51525471	51531295	-	51529793	51530462	annotated	51527300	51527637
ENSG00000167757.9	KLK11	19	51525471	51531295	-	51529793	51530462	annotated	51527889	51528050
ENSG00000167757.9	KLK11	19	51525471	51531295	-	51529793	51530462	annotated	51527893	51528050
ENSG00000167757.9	KLK11	19	51525471	51531295	-	51529793	51530462	annotated	51528847	51528954
ENSG00000167757.9	KLK11	19	51525471	51531295	-	51530712	51530959	annotated	51527300	51527566
ENSG00000167757.9	KLK11	19	51525471	51531295	-	51530712	51530959	annotated	51527300	51527637
ENSG00000167757.9	KLK11	19	51525471	51531295	-	51530712	51530959	annotated	51527889	51528050
ENSG00000167757.9	KLK11	19	51525471	51531295	-	51530712	51530959	annotated	51527893	51528050
ENSG00000167757.9	KLK11	19	51525471	51531295	-	51530712	51530959	annotated	51528847	51528954
ENSG00000198464.9	ZNF480	19	52800429	52829175	+	52800429	52800476	annotated	52803646	52803737
ENSG00000167766.14	ZNF83	19	53097312	53193749	-	53119970	53121293	annotated	53117910	53118050
ENSG00000167766.14	ZNF83	19	53097312	53193749	-	53141564	53141644	annotated	53138318	53138406
ENSG00000130844.12	ZNF331	19	54024234	54083523	+	54024234	54025338	annotated	54025870	54025938
ENSG00000130844.12	ZNF331	19	54024234	54083523	+	54041332	54041745	annotated	54042469	54042536
ENSG00000179820.11	MYADM	19	54369476	54379691	+	54369476	54369671	annotated	54372943	54373092
ENSG00000179820.11	MYADM	19	54369476	54379691	+	54369476	54369671	annotated	54373007	54373092
ENSG00000179820.11	MYADM	19	54369476	54379691	+	54371136	54371197	annotated	54372943	54373092
ENSG00000179820.11	MYADM	19	54369476	54379691	+	54371136	54371197	annotated	54373007	54373092
ENSG00000170906.11	NDUFA3	19	54606035	54612564	+	54606035	54606496	annotated	54609240	54609318
ENSG00000170906.11	NDUFA3	19	54606035	54612564	+	54606035	54606496	annotated	54610117	54610285
ENSG00000125505.12	MBOAT7	19	54677106	54693733	-	54692070	54692266	annotated	54691042	54691169
ENSG00000170889.9	RPS9	19	54704609	54752862	+	54704609	54704829	annotated	54705354	54705477
ENSG00000170889.9	RPS9	19	54704609	54752862	+	54705000	54705149	annotated	54705354	54705477
ENSG00000204577.7	LILRB3	19	54720146	54746602	-	54724024	54724075	unannotated	54722513	54722551
ENSG00000204577.7	LILRB3	19	54720146	54746602	-	54725699	54726002	unannotated	54722513	54722551
ENSG00000244482.5	LILRA6	19	54720736	54746649	-	54746370	54746649	annotated	54743776	54743827
ENSG00000131037.10	EPS8L1	19	55583387	55599291	+	55587220	55587287	annotated	55589455	55589496
ENSG00000131037.10	EPS8L1	19	55583387	55599291	+	55587220	55587287	annotated	55590366	55590425
ENSG00000131037.10	EPS8L1	19	55583387	55599291	+	55587220	55587287	annotated	55592139	55592222
ENSG00000131037.10	EPS8L1	19	55583387	55599291	+	55587723	55587829	annotated	55589455	55589496
ENSG00000131037.10	EPS8L1	19	55583387	55599291	+	55587723	55587829	annotated	55590366	55590425
ENSG00000131037.10	EPS8L1	19	55583387	55599291	+	55587723	55587829	annotated	55592139	55592222
ENSG00000125503.8	PPP1R12C	19	55602280	55628927	-	55628590	55628927	annotated	55623834	55623953
ENSG00000125503.8	PPP1R12C	19	55602280	55628927	-	55628590	55628927	annotated	55624032	55624163
ENSG00000108106.9	UBE2S	19	55912651	55919145	-	55918182	55918330	unannotated	55915655	55915769
ENSG00000108106.9	UBE2S	19	55912651	55919145	-	55918182	55918330	unannotated	55915655	55915846
ENSG00000108106.9	UBE2S	19	55912651	55919145	-	55918954	55919145	annotated	55915655	55915769
ENSG00000108106.9	UBE2S	19	55912651	55919145	-	55918954	55919145	annotated	55915655	55915846
ENSG00000083845.4	RPS5	19	58897766	58906173	+	58897766	58897989	annotated	58898398	58898706
ENSG00000125826.15	RBCK1	20	388141	411610	+	388693	389423	annotated	390524	390669
ENSG00000088833.13	NSFL1C	20	1422806	1454487	-	1435611	1435781	unannotated	1433137	1433275
ENSG00000088833.13	NSFL1C	20	1422806	1454487	-	1435611	1435781	unannotated	1434857	1434950
ENSG00000088833.13	NSFL1C	20	1422806	1454487	-	1447364	1448417	annotated	1444973	1445071
ENSG00000132635.12	PCED1A	20	2815959	2821836	-	2819489	2819728	annotated	2816684	2816756
ENSG00000132635.12	PCED1A	20	2815959	2821836	-	2819489	2819728	annotated	2816684	2816960
ENSG00000132635.12	PCED1A	20	2815959	2821836	-	2820856	2821338	annotated	2816684	2816756
ENSG00000132635.12	PCED1A	20	2815959	2821836	-	2820856	2821338	annotated	2816684	2816960
ENSG00000132635.12	PCED1A	20	2815959	2821836	-	2820856	2821338	annotated	2819489	2819575
ENSG00000132635.12	PCED1A	20	2815959	2821836	-	2820856	2821338	annotated	2819489	2819728
ENSG00000132635.12	PCED1A	20	2815959	2821836	-	2820856	2821338	annotated	2820434	2820579
ENSG00000132635.12	PCED1A	20	2815959	2821836	-	2821511	2821836	annotated	2816684	2816960
ENSG00000132635.12	PCED1A	20	2815959	2821836	-	2821511	2821836	annotated	2819489	2819575
ENSG00000132635.12	PCED1A	20	2815959	2821836	-	2821511	2821836	annotated	2819489	2819728
ENSG00000132635.12	PCED1A	20	2815959	2821836	-	2821511	2821836	annotated	2820434	2820579
ENSG00000149451.13	ADAM33	20	3648611	3662893	-	3653367	3654143	unannotated	3650192	3650284
ENSG00000149451.13	ADAM33	20	3648611	3662893	-	3653367	3654143	unannotated	3652523	3652632
ENSG00000149451.13	ADAM33	20	3648611	3662893	-	3653367	3654143	unannotated	3653183	3653273
ENSG00000149451.13	ADAM33	20	3648611	3662893	-	3654865	3654931	unannotated	3650192	3650284
ENSG00000149451.13	ADAM33	20	3648611	3662893	-	3654865	3654931	unannotated	3652523	3652632
ENSG00000149451.13	ADAM33	20	3648611	3662893	-	3654865	3654931	unannotated	3653183	3653273
ENSG00000149451.13	ADAM33	20	3648611	3662893	-	3654865	3654931	unannotated	3654220	3654305
ENSG00000149451.13	ADAM33	20	3648611	3662893	-	3662554	3662893	annotated	3660138	3660218
ENSG00000088766.7	CRLS1	20	5986735	6020699	+	5986735	5987198	annotated	5990420	5990558
ENSG00000125868.11	DSTN	20	17550507	17590564	+	17581382	17581690	unannotated	17585199	17585276
ENSG00000132669.8	RIN2	20	19867164	19983101	+	19970649	19970955	unannotated	19972811	19972943
ENSG00000197586.8	ENTPD6	20	25176328	25207365	+	25187711	25188033	annotated	25190484	25190561
ENSG00000101294.12	HM13	20	30102230	30157370	+	30135184	30135495	annotated	30136831	30136917
ENSG00000101294.12	HM13	20	30102230	30157370	+	30135184	30135495	annotated	30137009	30137135
ENSG00000171456.12	ASXL1	20	30946154	31027122	+	31018664	31019287	annotated	31020682	31020788
ENSG00000101391.16	CDK5RAP1	20	31946644	31989367	-	31960447	31961165	annotated	31958304	31958435
ENSG00000101391.16	CDK5RAP1	20	31946644	31989367	-	31989233	31989367	annotated	31984566	31984742
ENSG00000101391.16	CDK5RAP1	20	31946644	31989367	-	31989233	31989367	annotated	31984566	31984890
ENSG00000125977.6	EIF2S2	20	32676103	32700138	-	32684462	32684611	unannotated	32681480	32681537
ENSG00000125977.6	EIF2S2	20	32676103	32700138	-	32686303	32686439	unannotated	32681480	32681537
ENSG00000131067.12	GGT7	20	33432522	33460663	-	33451482	33451533	unannotated	33448056	33448124
ENSG00000131067.12	GGT7	20	33432522	33460663	-	33451482	33451533	unannotated	33450616	33450768
ENSG00000078814.11	MYH7B	20	33563205	33590240	+	33572656	33572749	unannotated	33572868	33572932
ENSG00000078814.11	MYH7B	20	33563205	33590240	+	33572656	33572749	unannotated	33573902	33574001
ENSG00000088298.8	EDEM2	20	33703166	33865928	-	33734954	33735167	annotated	33732781	33732821
ENSG00000088298.8	EDEM2	20	33703166	33865928	-	33734954	33735167	annotated	33734627	33734738
ENSG00000242372.2	EIF6	20	33866713	33872788	-	33871978	33872518	annotated	33867368	33867550
ENSG00000242372.2	EIF6	20	33866713	33872788	-	33872528	33872788	annotated	33871978	33872064
ENSG00000242372.2	EIF6	20	33866713	33872788	-	33872528	33872788	annotated	33871978	33872295
ENSG00000125991.14	ERGIC3	20	34129769	34145405	+	34129769	34129934	annotated	34130261	34130349
ENSG00000125991.14	ERGIC3	20	34129769	34145405	+	34129940	34130142	annotated	34130261	34130349
ENSG00000198959.7	TGM2	20	36756862	36794980	-	36793590	36793774	annotated	36789821	36790001
ENSG00000198959.7	TGM2	20	36756862	36794980	-	36794804	36794980	annotated	36789821	36790001
ENSG00000204070.5	SYS1	20	43990576	44005438	+	43991667	43991955	annotated	43992183	43992333
ENSG00000254806.1	SYS1-DBNDD2	20	43991839	44039250	+	43991839	43991955	annotated	43992168	43992333
ENSG00000244274.3	DBNDD2	20	44034696	44039250	+	44034696	44035372	annotated	44037099	44037246
ENSG00000244274.3	DBNDD2	20	44034696	44039250	+	44035846	44036419	annotated	44037099	44037246
ENSG00000101457.8	DNTTIP1	20	44420575	44440066	+	44420575	44420748	annotated	44423983	44424082
ENSG00000101457.8	DNTTIP1	20	44420575	44440066	+	44421174	44421386	annotated	44423983	44424082
ENSG00000101040.15	ZMYND8	20	45837858	45985567	-	45923409	45923523	unannotated	45920539	45920632
ENSG00000124226.7	RNF114	20	48552947	48570429	+	48561918	48562025	unannotated	48565784	48565892
ENSG00000240849.6	TMEM189	20	48697662	48770335	-	48746082	48746227	unannotated	48744511	48744724
ENSG00000240849.6	TMEM189	20	48697662	48770335	-	48747556	48747669	annotated	48744511	48744724
ENSG00000240849.6	TMEM189	20	48697662	48770335	-	48747556	48747669	annotated	48747392	48747484
ENSG00000240849.6	TMEM189	20	48697662	48770335	-	48747556	48747669	annotated	48747401	48747484
ENSG00000000419.8	DPM1	20	49551403	49575092	-	49562273	49562299	unannotated	49557401	49557470
ENSG00000000419.8	DPM1	20	49551403	49575092	-	49562273	49562299	unannotated	49557401	49557492
ENSG00000000419.8	DPM1	20	49551403	49575092	-	49562273	49562299	unannotated	49558567	49558663
ENSG00000101132.5	PFDN4	20	52824385	52844591	+	52830889	52830997	unannotated	52831838	52831979
ENSG00000124222.17	STX16	20	57226327	57254582	+	57242545	57242664	annotated	57243042	57243183
ENSG00000254995.4	STX16-NPEPL1	20	57226489	57290466	+	57242545	57242653	unannotated	57243042	57243183
ENSG00000087460.19	GNAS	20	57414772	57486247	+	57464154	57464604	annotated	57466636	57466920
ENSG00000087460.19	GNAS	20	57414772	57486247	+	57466356	57466920	annotated	57470666	57470739
ENSG00000087460.19	GNAS	20	57414772	57486247	+	57467035	57467264	annotated	57470666	57470739
ENSG00000101158.8	NELFCD	20	57556262	57570188	+	57564912	57567075	annotated	57568503	57568599
ENSG00000101158.8	NELFCD	20	57556262	57570188	+	57564912	57567075	annotated	57568678	57568730
ENSG00000101158.8	NELFCD	20	57556262	57570188	+	57564912	57567075	annotated	57568678	57568819
ENSG00000130702.9	LAMA5	20	60883010	60942368	-	60899496	60899927	annotated	60895614	60895725
ENSG00000130702.9	LAMA5	20	60883010	60942368	-	60899496	60899927	annotated	60897074	60897224
ENSG00000130702.9	LAMA5	20	60883010	60942368	-	60899496	60899927	annotated	60897324	60897505
ENSG00000130702.9	LAMA5	20	60883010	60942368	-	60899496	60899927	annotated	60897713	60897814
ENSG00000130702.9	LAMA5	20	60883010	60942368	-	60906087	60906185	unannotated	60901732	60901816
ENSG00000130702.9	LAMA5	20	60883010	60942368	-	60906087	60906185	unannotated	60902921	60903066
ENSG00000130702.9	LAMA5	20	60883010	60942368	-	60906087	60906185	unannotated	60903899	60904111
ENSG00000171858.13	RPS21	20	60962171	60963576	+	60962171	60962192	annotated	60962898	60962970
ENSG00000171858.13	RPS21	20	60962171	60963576	+	60962171	60962192	annotated	60963364	60963420
ENSG00000171858.13	RPS21	20	60962171	60963576	+	60962352	60962444	annotated	60962898	60962970
ENSG00000171858.13	RPS21	20	60962171	60963576	+	60962352	60962444	annotated	60963364	60963420
ENSG00000060491.12	OGFR	20	61436186	61445352	+	61437237	61439677	annotated	61441850	61441917
ENSG00000101194.13	SLC17A9	20	61584051	61599949	+	61595579	61595667	unannotated	61596961	61597077
ENSG00000101199.8	ARFGAP1	20	61904136	61921142	+	61904136	61904272	annotated	61907442	61907552
ENSG00000101199.8	ARFGAP1	20	61904136	61921142	+	61904136	61904272	annotated	61908556	61908657
ENSG00000101199.8	ARFGAP1	20	61904136	61921142	+	61915466	61916274	annotated	61917005	61917065
ENSG00000101199.8	ARFGAP1	20	61904136	61921142	+	61915466	61916274	annotated	61917717	61917794
ENSG00000101199.8	ARFGAP1	20	61904136	61921142	+	61915466	61916274	annotated	61917723	61917794
ENSG00000273154.1	RP4-583P15.15	20	62340215	62370456	+	62366056	62366176	unannotated	62369360	62369413
ENSG00000273154.1	RP4-583P15.15	20	62340215	62370456	+	62368885	62369000	unannotated	62369360	62369413
ENSG00000203896.5	LIME1	20	62366814	62370456	+	62366814	62366916	annotated	62369325	62369413
ENSG00000203896.5	LIME1	20	62366814	62370456	+	62367634	62369000	annotated	62369325	62369413
ENSG00000171703.12	TCEA2	20	62681188	62703700	+	62694496	62694737	annotated	62698267	62698373
ENSG00000171703.12	TCEA2	20	62681188	62703700	+	62694496	62694737	annotated	62699399	62699487
ENSG00000171703.12	TCEA2	20	62681188	62703700	+	62696902	62697891	annotated	62698267	62698373
ENSG00000171703.12	TCEA2	20	62681188	62703700	+	62696902	62697891	annotated	62699399	62699487
ENSG00000154640.10	BTG3	21	18965970	18985265	-	18981092	18981470	unannotated	18977177	18977315
ENSG00000154734.10	ADAMTS1	21	28208065	28217728	-	28215308	28215337	annotated	28212594	28212881
ENSG00000154734.10	ADAMTS1	21	28208065	28217728	-	28215308	28215337	annotated	28213316	28213484
ENSG00000154734.10	ADAMTS1	21	28208065	28217728	-	28216543	28217728	annotated	28212594	28212881
ENSG00000154734.10	ADAMTS1	21	28208065	28217728	-	28216543	28217728	annotated	28213316	28213484
ENSG00000156265.11	MAP3K7CL	21	30449791	30548210	+	30517879	30518028	annotated	30521509	30521571
ENSG00000159128.10	IFNGR2	21	34775201	34851655	+	34783750	34783881	unannotated	34787194	34787327
ENSG00000159131.12	GART	21	34876237	34915797	-	34901155	34901243	unannotated	34900472	34900641
ENSG00000159131.12	GART	21	34876237	34915797	-	34914370	34914669	annotated	34911476	34911629
ENSG00000159131.12	GART	21	34876237	34915797	-	34914370	34914669	annotated	34911476	34911662
ENSG00000205581.6	HMGN1	21	40714240	40721573	-	40720828	40721126	annotated	40719304	40719409
ENSG00000205581.6	HMGN1	21	40714240	40721573	-	40720828	40721126	annotated	40720347	40720377
ENSG00000157601.9	MX1	21	42792230	42831141	+	42798093	42798190	annotated	42802459	42802535
ENSG00000157601.9	MX1	21	42792230	42831141	+	42798196	42799231	annotated	42802459	42802535
ENSG00000160191.13	PDE9A	21	44073745	44195619	+	44151867	44152059	annotated	44152179	44152234
ENSG00000160191.13	PDE9A	21	44073745	44195619	+	44151867	44152059	annotated	44153465	44153536
ENSG00000160194.13	NDUFV3	21	44299753	44333414	+	44313374	44313491	annotated	44317036	44317157
ENSG00000160200.13	CBS	21	44473300	44497053	-	44478254	44478363	unannotated	44473971	44474093
ENSG00000142178.7	SIK1	21	44834394	44847008	-	44845902	44846072	unannotated	44841853	44841917
ENSG00000160256.8	FAM207A	21	46359924	46396904	+	46359924	46360101	annotated	46363598	46363707
ENSG00000160256.8	FAM207A	21	46359924	46396904	+	46359924	46360101	annotated	46363598	46363752
ENSG00000182871.10	COL18A1	21	46825051	46933634	+	46911138	46911228	unannotated	46914458	46914485
ENSG00000142156.10	COL6A1	21	47401650	47424964	+	47407523	47407568	unannotated	47410686	47410740
ENSG00000142156.10	COL6A1	21	47401650	47424964	+	47407523	47407568	unannotated	47411923	47411986
ENSG00000142156.10	COL6A1	21	47401650	47424964	+	47409665	47409692	unannotated	47410686	47410740
ENSG00000142156.10	COL6A1	21	47401650	47424964	+	47409665	47409692	unannotated	47411923	47411986
ENSG00000142156.10	COL6A1	21	47401650	47424964	+	47409665	47409692	unannotated	47414080	47414143
ENSG00000142156.10	COL6A1	21	47401650	47424964	+	47410686	47410740	unannotated	47411923	47411986
ENSG00000142156.10	COL6A1	21	47401650	47424964	+	47410686	47410740	unannotated	47414080	47414143
ENSG00000142156.10	COL6A1	21	47401650	47424964	+	47412276	47412312	unannotated	47414080	47414143
ENSG00000142156.10	COL6A1	21	47401650	47424964	+	47418810	47418873	unannotated	47419066	47419132
ENSG00000142156.10	COL6A1	21	47401650	47424964	+	47418810	47418873	unannotated	47421874	47421984
ENSG00000142156.10	COL6A1	21	47401650	47424964	+	47418810	47418873	unannotated	47422440	47422624
ENSG00000142156.10	COL6A1	21	47401650	47424964	+	47421110	47421300	annotated	47421874	47421984
ENSG00000142156.10	COL6A1	21	47401650	47424964	+	47421110	47421300	annotated	47422440	47422624
ENSG00000142173.10	COL6A2	21	47518010	47552763	+	47536290	47536317	unannotated	47537787	47537850
ENSG00000142173.10	COL6A2	21	47518010	47552763	+	47536290	47536317	unannotated	47538527	47538590
ENSG00000142173.10	COL6A2	21	47518010	47552763	+	47536290	47536317	unannotated	47540428	47540491
ENSG00000142173.10	COL6A2	21	47518010	47552763	+	47536290	47536317	unannotated	47540974	47541037
ENSG00000142173.10	COL6A2	21	47518010	47552763	+	47542409	47542445	unannotated	47542788	47542851
ENSG00000142173.10	COL6A2	21	47518010	47552763	+	47542409	47542445	unannotated	47544798	47544834
ENSG00000142173.10	COL6A2	21	47518010	47552763	+	47542409	47542445	unannotated	47545179	47545225
ENSG00000142173.10	COL6A2	21	47518010	47552763	+	47542409	47542445	unannotated	47546416	47546455
ENSG00000160285.10	LSS	21	47608054	47648738	-	47611794	47613401	annotated	47610979	47611149
ENSG00000160285.10	LSS	21	47608054	47648738	-	47611794	47613401	annotated	47610989	47611149
ENSG00000160285.10	LSS	21	47608054	47648738	-	47648347	47648738	annotated	47647465	47647604
ENSG00000160294.6	MCM3AP	21	47655046	47706211	-	47686895	47687976	annotated	47684030	47684131
ENSG00000160299.12	PCNT	21	47744035	47865682	+	47768152	47768239	annotated	47771342	47771454
ENSG00000177663.9	IL17RA	22	17565843	17596583	+	17582885	17582933	unannotated	17584383	17584467
ENSG00000100075.5	SLC25A1	22	19163094	19166343	-	19165239	19166034	annotated	19164090	19164206
ENSG00000100075.5	SLC25A1	22	19163094	19166343	-	19165239	19166034	annotated	19164632	19164717
ENSG00000100075.5	SLC25A1	22	19163094	19166343	-	19166092	19166343	annotated	19164090	19164206
ENSG00000100075.5	SLC25A1	22	19163094	19166343	-	19166092	19166343	annotated	19164632	19164717
ENSG00000100075.5	SLC25A1	22	19163094	19166343	-	19166092	19166343	annotated	19165239	19165378
ENSG00000100075.5	SLC25A1	22	19163094	19166343	-	19166092	19166343	annotated	19165239	19165554
ENSG00000100075.5	SLC25A1	22	19163094	19166343	-	19166092	19166343	annotated	19165454	19165554
ENSG00000100084.10	HIRA	22	19318220	19435224	-	19348759	19348864	unannotated	19344412	19344574
ENSG00000100084.10	HIRA	22	19318220	19435224	-	19348759	19348864	unannotated	19346858	19347007
ENSG00000100084.10	HIRA	22	19318220	19435224	-	19435187	19435224	annotated	19434900	19435068
ENSG00000242259.4	C22orf39	22	19338890	19435755	-	19348759	19348864	unannotated	19344412	19344574
ENSG00000070010.14	UFD1L	22	19437432	19466738	-	19462590	19462623	unannotated	19459209	19459331
ENSG00000070010.14	UFD1L	22	19437432	19466738	-	19466285	19466738	annotated	19462590	19462623
ENSG00000070010.14	UFD1L	22	19437432	19466738	-	19466285	19466738	annotated	19463018	19463125
