gene-id	gene-name	first-exon	skipped-exon	kb-distance	strand
ENSG00000167460.14	TPM4	chr19:16080056-16080442	chr19:16081912-16082046	1.856	+
ENSG00000167460.14	TPM4	chr19:16080826-16081343	chr19:16081912-16082046	1.086	+
ENSG00000167460.14	TPM4	chr19:16077021-16077130	chr19:16081912-16082046	4.891	+
ENSG00000127526.14	SLC35E1	chr19:16571944-16572382	chr19:16568031-16568169	4.213	-
ENSG00000214046.8	SMIM7	chr19:16659646-16659814	chr19:16659394-16659447	0.367	-
ENSG00000053501.12	USE1	chr19:17215346-17215507	chr19:17215801-17215851	0.455	+
ENSG00000053501.12	USE1	chr19:17215346-17215507	chr19:17219212-17219387	3.866	+
ENSG00000099330.8	OCEL1	chr19:17226204-17226353	chr19:17228802-17228915	2.598	+
ENSG00000099330.8	OCEL1	chr19:17226204-17226353	chr19:17227839-17228005	1.635	+
ENSG00000105393.15	BABAM1	chr19:17267350-17267527	chr19:17271596-17271655	4.246	+
ENSG00000130299.16	GTPBP3	chr19:17334920-17335122	chr19:17338953-17339026	4.033	+
ENSG00000130479.10	MAP1S	chr19:17720156-17720591	chr19:17720985-17721037	0.829	+
ENSG00000130479.10	MAP1S	chr19:17720156-17720591	chr19:17720935-17721037	0.779	+
ENSG00000130479.10	MAP1S	chr19:17719242-17719620	chr19:17720985-17721037	1.743	+
ENSG00000130479.10	MAP1S	chr19:17719242-17719620	chr19:17720935-17721037	1.693	+
ENSG00000130475.14	FCHO1	chr19:17751477-17751577	chr19:17754591-17754758	3.114	+
ENSG00000130475.14	FCHO1	chr19:17751477-17751577	chr19:17755117-17755191	3.64	+
ENSG00000130475.14	FCHO1	chr19:17751477-17751577	chr19:17755075-17755191	3.598	+
ENSG00000105650.21	PDE4C	chr19:18224235-18224493	chr19:18220402-18220515	3.978	-
ENSG00000105650.21	PDE4C	chr19:18224235-18224493	chr19:18220402-18220769	3.724	-
ENSG00000105650.21	PDE4C	chr19:18224235-18224493	chr19:18220402-18220708	3.785	-
ENSG00000105650.21	PDE4C	chr19:18224235-18224493	chr19:18220873-18220923	3.57	-
ENSG00000105650.21	PDE4C	chr19:18224235-18224493	chr19:18220402-18220923	3.57	-
ENSG00000105650.21	PDE4C	chr19:18225526-18225786	chr19:18220873-18220923	4.863	-
ENSG00000105650.21	PDE4C	chr19:18225526-18225786	chr19:18220402-18220923	4.863	-
ENSG00000130517.13	PGPEP1	chr19:18340587-18340715	chr19:18342858-18342911	2.271	+
ENSG00000105655.18	ISYNA1	chr19:18437599-18438301	chr19:18436683-18436877	1.424	-
ENSG00000105655.18	ISYNA1	chr19:18437599-18438301	chr19:18436972-18437105	1.196	-
ENSG00000105701.15	FKBP8	chr19:18543909-18544077	chr19:18539550-18539720	4.357	-
ENSG00000105701.15	FKBP8	chr19:18543181-18543245	chr19:18539550-18539720	3.525	-
ENSG00000105701.15	FKBP8	chr19:18542888-18542972	chr19:18539550-18539720	3.252	-
ENSG00000105671.11	DDX49	chr19:18919675-18919856	chr19:18921662-18921748	1.987	+
ENSG00000064545.14	TMEM161A	chr19:19138426-19138513	chr19:19134783-19134916	3.597	-
ENSG00000064545.14	TMEM161A	chr19:19138426-19138513	chr19:19134783-19134887	3.626	-
ENSG00000064489.22	BORCS8-MEF2B	chr19:19182294-19182347	chr19:19180685-19180761	1.586	-
ENSG00000064490.13	RFXANK	chr19:19192229-19192685	chr19:19197185-19197251	4.956	+
ENSG00000064490.13	RFXANK	chr19:19193939-19194133	chr19:19197185-19197251	3.246	+
ENSG00000213996.12	TM6SF2	chr19:19273121-19273391	chr19:19268629-19268754	4.637	-
ENSG00000105705.15	SUGP1	chr19:19320463-19320844	chr19:19316246-19316593	4.251	-
ENSG00000105705.15	SUGP1	chr19:19320463-19320844	chr19:19316421-19316593	4.251	-
ENSG00000105705.15	SUGP1	chr19:19320463-19320844	chr19:19316421-19316522	4.322	-
ENSG00000129933.20	MAU2	chr19:19334173-19334602	chr19:19338844-19338939	4.671	+
ENSG00000089639.10	GMIP	chr19:19638159-19638329	chr19:19635643-19635721	2.608	-
ENSG00000089639.10	GMIP	chr19:19638159-19638329	chr19:19634506-19634703	3.626	-
ENSG00000089639.10	GMIP	chr19:19643511-19643667	chr19:19640295-19640360	3.307	-
ENSG00000089639.10	GMIP	chr19:19635415-19635721	chr19:19634506-19634703	1.018	-
ENSG00000168813.16	ZNF507	chr19:32345594-32345783	chr19:32347244-32347338	1.65	+
ENSG00000105185.11	PDCD5	chr19:32581526-32581700	chr19:32585815-32585907	4.289	+
ENSG00000126261.12	UBA2	chr19:34428876-34429223	chr19:34430575-34430659	1.699	+
ENSG00000126261.12	UBA2	chr19:34428352-34428570	chr19:34430575-34430659	2.223	+
ENSG00000105698.15	USF2	chr19:35268978-35269163	chr19:35269802-35270003	0.824	+
ENSG00000012124.16	CD22	chr19:35328664-35328850	chr19:35332593-35332924	3.929	+
ENSG00000012124.16	CD22	chr19:35328664-35328850	chr19:35332018-35332074	3.354	+
ENSG00000012124.16	CD22	chr19:35328664-35328850	chr19:35332018-35332924	3.354	+
ENSG00000012124.16	CD22	chr19:35329166-35329325	chr19:35332593-35332924	3.427	+
ENSG00000012124.16	CD22	chr19:35329166-35329325	chr19:35332018-35332074	2.852	+
ENSG00000012124.16	CD22	chr19:35329166-35329325	chr19:35332018-35332924	2.852	+
ENSG00000188508.10	KRTDAP	chr19:35490356-35490531	chr19:35488661-35488703	1.828	-
ENSG00000161249.20	DMKN	chr19:35513050-35513658	chr19:35511410-35511593	2.065	-
ENSG00000161249.20	DMKN	chr19:35513050-35513658	chr19:35509910-35509961	3.697	-
ENSG00000004777.18	ARHGAP33	chr19:35781150-35781252	chr19:35785188-35785334	4.038	+
ENSG00000004777.18	ARHGAP33	chr19:35775515-35775664	chr19:35777644-35777742	2.129	+
ENSG00000167604.13	NFKBID	chr19:35900442-35900662	chr19:35897650-35897856	2.806	-
ENSG00000239382.10	ALKBH6	chr19:36013514-36014239	chr19:36010893-36011077	3.162	-
ENSG00000239382.10	ALKBH6	chr19:36013514-36014239	chr19:36013327-36013422	0.817	-
ENSG00000239382.10	ALKBH6	chr19:36013514-36014239	chr19:36010893-36011045	3.194	-
ENSG00000239382.10	ALKBH6	chr19:36013514-36014239	chr19:36013020-36013089	1.15	-
ENSG00000239382.10	ALKBH6	chr19:36013514-36014239	chr19:36010893-36011065	3.174	-
ENSG00000239382.10	ALKBH6	chr19:36013514-36014239	chr19:36013343-36013422	0.817	-
ENSG00000126247.10	CAPNS1	chr19:36141593-36141683	chr19:36142651-36142741	1.058	+
ENSG00000126247.10	CAPNS1	chr19:36139575-36140265	chr19:36142651-36142741	3.076	+
ENSG00000126247.10	CAPNS1	chr19:36141303-36141564	chr19:36142651-36142741	1.348	+
ENSG00000167635.11	ZNF146	chr19:36214602-36215196	chr19:36218121-36218195	3.519	+
ENSG00000197050.10	ZNF420	chr19:37078418-37078570	chr19:37080344-37080388	1.926	+
ENSG00000181666.17	HKR1	chr19:37346297-37346675	chr19:37347189-37347316	0.892	+
ENSG00000181666.17	HKR1	chr19:37346297-37346675	chr19:37347231-37347316	0.934	+
ENSG00000171827.10	ZNF570	chr19:37469571-37469655	chr19:37470303-37470387	0.732	+
ENSG00000167641.10	PPP1R14A	chr19:38256139-38256591	chr19:38252893-38252974	3.617	-
ENSG00000099338.22	CATSPERG	chr19:38343580-38343724	chr19:38343992-38344119	0.412	+
ENSG00000130244.12	FAM98C	chr19:38403135-38403694	chr19:38405343-38405421	2.208	+
ENSG00000130244.12	FAM98C	chr19:38403135-38403694	chr19:38406909-38407077	3.774	+
ENSG00000182472.8	CAPN12	chr19:38736552-38736991	chr19:38733702-38733781	3.21	-
ENSG00000182472.8	CAPN12	chr19:38736552-38736991	chr19:38734318-38734389	2.602	-
ENSG00000182472.8	CAPN12	chr19:38736552-38736991	chr19:38734141-38734204	2.787	-
ENSG00000182472.8	CAPN12	chr19:38736552-38736991	chr19:38734812-38734870	2.121	-
ENSG00000187994.13	RINL	chr19:38876331-38876781	chr19:38873885-38873988	2.793	-
ENSG00000187994.13	RINL	chr19:38878232-38878279	chr19:38876330-38876781	1.498	-
ENSG00000187994.13	RINL	chr19:38878232-38878279	chr19:38873885-38873988	4.291	-
ENSG00000130669.17	PAK4	chr19:39168611-39168840	chr19:39172917-39173106	4.306	+
ENSG00000130669.17	PAK4	chr19:39168611-39168840	chr19:39172917-39173376	4.306	+
ENSG00000130755.12	GMFG	chr19:39335974-39336185	chr19:39335434-39335531	0.654	-
ENSG00000130755.12	GMFG	chr19:39335974-39336185	chr19:39335260-39335310	0.875	-
ENSG00000130755.12	GMFG	chr19:39335974-39336185	chr19:39335434-39335554	0.631	-
ENSG00000130755.12	GMFG	chr19:39335974-39336185	chr19:39333076-39333126	3.059	-
ENSG00000006712.14	PAF1	chr19:39390818-39391195	chr19:39389639-39389761	1.434	-
ENSG00000006712.14	PAF1	chr19:39390818-39391195	chr19:39390259-39390289	0.906	-
ENSG00000105197.10	TIMM50	chr19:39480412-39480961	chr19:39483134-39483156	2.722	+
ENSG00000105197.10	TIMM50	chr19:39480412-39480961	chr19:39481882-39482033	1.47	+
ENSG00000105197.10	TIMM50	chr19:39481225-39481316	chr19:39485543-39485602	4.318	+
ENSG00000105197.10	TIMM50	chr19:39481225-39481316	chr19:39483134-39483156	1.909	+
ENSG00000105197.10	TIMM50	chr19:39481225-39481316	chr19:39481882-39482033	0.657	+
ENSG00000105202.8	FBL	chr19:39840617-39840787	chr19:39840232-39840327	0.46	-
ENSG00000197782.14	ZNF780A	chr19:40090906-40090938	chr19:40090165-40090235	0.703	-
ENSG00000130758.7	MAP3K10	chr19:40205530-40205599	chr19:40205910-40206157	0.38	+
ENSG00000105221.16	AKT2	chr19:40269423-40269589	chr19:40265221-40265351	4.238	-
ENSG00000105221.16	AKT2	chr19:40269423-40269589	chr19:40265258-40265351	4.238	-
ENSG00000105221.16	AKT2	chr19:40266011-40266359	chr19:40265221-40265351	1.008	-
ENSG00000105221.16	AKT2	chr19:40266011-40266359	chr19:40265258-40265351	1.008	-
ENSG00000160410.14	SHKBP1	chr19:40576851-40576985	chr19:40578122-40578212	1.271	+
ENSG00000160410.14	SHKBP1	chr19:40576851-40576985	chr19:40578153-40578212	1.302	+
ENSG00000160410.14	SHKBP1	chr19:40576851-40576985	chr19:40578096-40578212	1.245	+
ENSG00000090006.17	LTBP4	chr19:40606404-40606526	chr19:40611151-40611394	4.747	+
ENSG00000105245.9	NUMBL	chr19:40690460-40690651	chr19:40686910-40686995	3.656	-
ENSG00000105245.9	NUMBL	chr19:40690860-40690972	chr19:40686910-40686995	3.977	-
ENSG00000123815.11	COQ8B	chr19:40715707-40715785	chr19:40714530-40714635	1.15	-
ENSG00000123815.11	COQ8B	chr19:40715325-40715616	chr19:40714530-40714635	0.981	-
ENSG00000261857.6	MIA	chr19:40775177-40775211	chr19:40775751-40775885	0.574	+
ENSG00000261857.6	MIA	chr19:40775177-40775211	chr19:40775751-40775833	0.574	+
ENSG00000269858.5	EGLN2	chr19:40803140-40803235	chr19:40806554-40806674	3.414	+
ENSG00000255974.7	CYP2A6	chr19:40850237-40850447	chr19:40849817-40849980	0.467	-
ENSG00000198077.10	CYP2A7	chr19:40882021-40882752	chr19:40881588-40881751	1.001	-
ENSG00000105323.16	HNRNPUL1	chr19:41264847-41265343	chr19:41268222-41268345	3.375	+
ENSG00000160570.13	DEDD2	chr19:42220074-42220140	chr19:42216679-42217045	3.095	-
ENSG00000079435.9	LIPE	chr19:42412274-42412347	chr19:42410306-42410842	1.505	-
ENSG00000243137.7	PSG4	chr19:43205473-43205774	chr19:43203885-43204251	1.523	-
ENSG00000130208.9	APOC1	chr19:44914247-44914489	chr19:44916189-44916359	1.942	+
ENSG00000130208.9	APOC1	chr19:44914247-44914489	chr19:44914671-44914733	0.424	+
ENSG00000130208.9	APOC1	chr19:44914247-44914489	chr19:44916189-44916325	1.942	+
ENSG00000130208.9	APOC1	chr19:44914247-44914489	chr19:44916189-44916470	1.942	+
ENSG00000130208.9	APOC1	chr19:44914555-44914733	chr19:44916189-44916359	1.634	+
ENSG00000130208.9	APOC1	chr19:44914555-44914733	chr19:44916189-44916325	1.634	+
ENSG00000130208.9	APOC1	chr19:44914555-44914733	chr19:44916189-44916470	1.634	+
ENSG00000104884.14	ERCC2	chr19:45370133-45370918	chr19:45369069-45369147	1.771	-
ENSG00000104881.15	PPP1R13L	chr19:45406292-45406349	chr19:45404998-45405081	1.268	-
ENSG00000012061.15	ERCC1	chr19:45414352-45414616	chr19:45413962-45414034	0.582	-
ENSG00000012061.15	ERCC1	chr19:45414352-45414616	chr19:45413676-45413745	0.871	-
ENSG00000125740.13	FOSB	chr19:45467995-45468712	chr19:45471193-45471301	3.198	+
ENSG00000125744.11	RTN2	chr19:45496792-45497061	chr19:45493159-45493378	3.683	-
ENSG00000213889.10	PPM1N	chr19:45497231-45497343	chr19:45500649-45500710	3.418	+
ENSG00000213889.10	PPM1N	chr19:45497231-45497343	chr19:45500689-45500710	3.458	+
ENSG00000213889.10	PPM1N	chr19:45497231-45497343	chr19:45500680-45500710	3.449	+
ENSG00000125746.16	EML2	chr19:45632521-45632662	chr19:45629950-45630046	2.616	-
ENSG00000125746.16	EML2	chr19:45624719-45624818	chr19:45621482-45621637	3.181	-
ENSG00000010310.8	GIPR	chr19:45670256-45670734	chr19:45671284-45671392	1.028	+
ENSG00000124440.15	HIF3A	chr19:46303599-46303687	chr19:46305244-46305390	1.645	+
ENSG00000160014.16	CALM3	chr19:46602069-46602210	chr19:46605826-46605857	3.757	+
ENSG00000160014.16	CALM3	chr19:46601074-46601176	chr19:46605826-46605857	4.752	+
ENSG00000105287.12	PRKD2	chr19:46716815-46717127	chr19:46713862-46714001	3.126	-
ENSG00000181027.10	FKRP	chr19:46746046-46746090	chr19:46748514-46748665	2.468	+
ENSG00000181027.10	FKRP	chr19:46746046-46746090	chr19:46748514-46748717	2.468	+
ENSG00000181027.10	FKRP	chr19:46746046-46746090	chr19:46748514-46748884	2.468	+
ENSG00000181027.10	FKRP	chr19:46746046-46746090	chr19:46748514-46748621	2.468	+
ENSG00000042753.11	AP2S1	chr19:46850134-46850316	chr19:46845992-46846142	4.174	-
ENSG00000105327.17	BBC3	chr19:47232515-47232766	chr19:47228157-47228446	4.32	-
ENSG00000105327.17	BBC3	chr19:47230929-47231194	chr19:47228157-47228446	2.748	-
ENSG00000105419.17	MEIS3	chr19:47418170-47418801	chr19:47415050-47415101	3.7	-
ENSG00000105373.18	GLTSCR2	chr19:47755348-47755523	chr19:47755755-47755822	0.407	+
ENSG00000178980.14	SELENOW	chr19:47778572-47778814	chr19:47780724-47780749	2.152	+
ENSG00000105499.13	PLA2G4C	chr19:48105333-48105481	chr19:48104587-48104724	0.757	-
ENSG00000161558.10	TMEM143	chr19:48363898-48364237	chr19:48360071-48360176	4.061	-
ENSG00000105443.13	CYTH2	chr19:48469634-48470043	chr19:48470602-48470669	0.968	+
ENSG00000063176.15	SPHK2	chr19:48624006-48624855	chr19:48625890-48626362	1.884	+
ENSG00000063176.15	SPHK2	chr19:48624006-48624855	chr19:48628680-48629726	4.674	+
ENSG00000063176.15	SPHK2	chr19:48624006-48624855	chr19:48626067-48626362	2.061	+
ENSG00000063176.15	SPHK2	chr19:48624006-48624855	chr19:48625949-48626362	1.943	+
ENSG00000087076.8	HSD17B14	chr19:48836324-48836678	chr19:48831667-48831759	4.919	-
ENSG00000105559.11	PLEKHA4	chr19:48868083-48868632	chr19:48865502-48865610	3.022	-
ENSG00000104804.7	TULP2	chr19:48898487-48898733	chr19:48895365-48895503	3.23	-
ENSG00000104852.14	SNRNP70	chr19:49085419-49085636	chr19:49086404-49086561	0.985	+
ENSG00000104863.11	LIN7B	chr19:49114324-49114441	chr19:49116262-49116472	1.938	+
ENSG00000130528.11	HRC	chr19:49153407-49155424	chr19:49152309-49152378	3.046	-
ENSG00000074219.13	TEAD2	chr19:49362329-49362457	chr19:49359843-49360081	2.376	-
ENSG00000074219.13	TEAD2	chr19:49361396-49361495	chr19:49359843-49360081	1.414	-
ENSG00000104901.6	DKKL1	chr19:49361783-49361906	chr19:49365792-49365885	4.009	+
ENSG00000104901.6	DKKL1	chr19:49363074-49363188	chr19:49365792-49365885	2.718	+
ENSG00000104872.10	PIH1D1	chr19:49451368-49451901	chr19:49447337-49447420	4.481	-
ENSG00000104872.10	PIH1D1	chr19:49451368-49451901	chr19:49448000-49448062	3.839	-
ENSG00000104872.10	PIH1D1	chr19:49451368-49451901	chr19:49447337-49447417	4.484	-
ENSG00000104872.10	PIH1D1	chr19:49451368-49451901	chr19:49447337-49447467	4.434	-
ENSG00000090554.12	FLT3LG	chr19:49474207-49474281	chr19:49478908-49479047	4.701	+
ENSG00000090554.12	FLT3LG	chr19:49474207-49474281	chr19:49478962-49479047	4.755	+
ENSG00000142541.16	RPL13A	chr19:49487554-49487644	chr19:49490231-49490297	2.677	+
ENSG00000104870.12	FCGRT	chr19:49512279-49512750	chr19:49513386-49513473	1.107	+
ENSG00000104870.12	FCGRT	chr19:49512279-49512750	chr19:49514210-49514486	1.931	+
ENSG00000126456.15	IRF3	chr19:49661450-49662329	chr19:49660712-49660828	1.501	-
ENSG00000126456.15	IRF3	chr19:49661450-49662329	chr19:49660712-49660844	1.485	-
ENSG00000126456.15	IRF3	chr19:49664443-49664523	chr19:49661449-49662328	2.195	-
ENSG00000126456.15	IRF3	chr19:49664443-49664523	chr19:49661947-49662328	2.195	-
ENSG00000126456.15	IRF3	chr19:49664443-49664523	chr19:49663342-49663514	1.009	-
ENSG00000126456.15	IRF3	chr19:49664443-49664523	chr19:49660712-49660828	3.695	-
ENSG00000126456.15	IRF3	chr19:49664443-49664523	chr19:49660712-49660844	3.679	-
ENSG00000169169.14	CPT1C	chr19:49691564-49691770	chr19:49691820-49691889	0.256	+
ENSG00000010361.13	FUZ	chr19:49812996-49813309	chr19:49812614-49812736	0.573	-
ENSG00000010361.13	FUZ	chr19:49812996-49813309	chr19:49812446-49812736	0.573	-
ENSG00000010361.13	FUZ	chr19:49812996-49813309	chr19:49812637-49812736	0.573	-
ENSG00000010361.13	FUZ	chr19:49812996-49813309	chr19:49812250-49812335	0.974	-
ENSG00000010361.13	FUZ	chr19:49817351-49817376	chr19:49812614-49812736	4.64	-
ENSG00000010361.13	FUZ	chr19:49817351-49817376	chr19:49812446-49812736	4.64	-
ENSG00000010361.13	FUZ	chr19:49817351-49817376	chr19:49812637-49812736	4.64	-
ENSG00000104960.15	PTOV1	chr19:49850735-49851499	chr19:49854969-49855077	4.234	+
ENSG00000104960.15	PTOV1	chr19:49851953-49852696	chr19:49854969-49855077	3.016	+
ENSG00000039650.11	PNKP	chr19:49867312-49867352	chr19:49864323-49864403	2.949	-
ENSG00000039650.11	PNKP	chr19:49867312-49867352	chr19:49864178-49864403	2.949	-
ENSG00000039650.11	PNKP	chr19:49867312-49867352	chr19:49864178-49864236	3.116	-
ENSG00000039650.11	PNKP	chr19:49867312-49867352	chr19:49862370-49862463	4.889	-
ENSG00000039650.11	PNKP	chr19:49867312-49867352	chr19:49863963-49864071	3.281	-
ENSG00000039650.11	PNKP	chr19:49867469-49867909	chr19:49864323-49864403	3.506	-
ENSG00000039650.11	PNKP	chr19:49867469-49867909	chr19:49864178-49864403	3.506	-
ENSG00000039650.11	PNKP	chr19:49867469-49867909	chr19:49864178-49864236	3.673	-
ENSG00000039650.11	PNKP	chr19:49867469-49867909	chr19:49863963-49864071	3.838	-
ENSG00000104946.12	TBC1D17	chr19:49877425-49877744	chr19:49878142-49878241	0.717	+
ENSG00000161640.15	SIGLEC11	chr19:49961006-49961172	chr19:49958282-49958570	2.602	-
ENSG00000131408.13	NR1H2	chr19:50376235-50376826	chr19:50378148-50378312	1.913	+
ENSG00000131408.13	NR1H2	chr19:50376235-50376826	chr19:50378148-50378439	1.913	+
ENSG00000131400.7	NAPSA	chr19:50365539-50365830	chr19:50361968-50362092	3.738	-
ENSG00000204653.9	ASPDH	chr19:50514478-50514690	chr19:50512926-50513011	1.679	-
ENSG00000167747.13	C19orf48	chr19:50803553-50803875	chr19:50799271-50799357	4.518	-
ENSG00000167747.13	C19orf48	chr19:50803553-50803875	chr19:50799293-50799357	4.518	-
ENSG00000167749.11	KLK4	chr19:50909013-50909136	chr19:50908358-50908495	0.641	-
ENSG00000167749.11	KLK4	chr19:50909013-50909136	chr19:50908358-50908491	0.645	-
ENSG00000167755.14	KLK6	chr19:50969490-50969673	chr19:50967168-50967325	2.348	-
ENSG00000167755.14	KLK6	chr19:50969490-50969673	chr19:50968064-50968112	1.561	-
ENSG00000129455.15	KLK8	chr19:50998953-50999235	chr19:50997750-50997884	1.351	-
ENSG00000129455.15	KLK8	chr19:51001532-51001709	chr19:50997750-50997884	3.825	-
ENSG00000129455.15	KLK8	chr19:51001532-51001709	chr19:51000423-51000718	0.991	-
ENSG00000129455.15	KLK8	chr19:51001532-51001709	chr19:51000423-51000583	1.126	-
ENSG00000129455.15	KLK8	chr19:51001532-51001709	chr19:50999995-51000258	1.451	-
ENSG00000161551.14	ZNF577	chr19:51890833-51890950	chr19:51886820-51886912	4.038	-
ENSG00000197619.13	ZNF615	chr19:52003697-52003900	chr19:52000345-52000378	3.522	-
ENSG00000130844.16	ZNF331	chr19:53538788-53538952	chr19:53539215-53539282	0.427	+
ENSG00000130844.16	ZNF331	chr19:53538079-53538491	chr19:53539215-53539282	1.136	+
ENSG00000130844.16	ZNF331	chr19:53537253-53537755	chr19:53539215-53539282	1.962	+
ENSG00000130844.16	ZNF331	chr19:53520981-53522084	chr19:53522616-53522684	1.635	+
ENSG00000125505.16	MBOAT7	chr19:54189191-54189295	chr19:54187160-54187287	2.008	-
ENSG00000125505.16	MBOAT7	chr19:54189191-54189295	chr19:54188432-54188511	0.784	-
ENSG00000125505.16	MBOAT7	chr19:54189302-54189882	chr19:54187160-54187287	2.595	-
ENSG00000125505.16	MBOAT7	chr19:54189302-54189882	chr19:54188432-54188511	1.371	-
ENSG00000131042.14	LILRB2	chr19:54280961-54281184	chr19:54276380-54276456	4.728	-
ENSG00000167613.15	LAIR1	chr19:54364771-54365114	chr19:54364294-54364330	0.784	-
ENSG00000167614.13	TTYH1	chr19:54418262-54418712	chr19:54421276-54421388	3.014	+
ENSG00000167615.16	LENG8	chr19:54449612-54449744	chr19:54451289-54451382	1.677	+
ENSG00000167615.16	LENG8	chr19:54449612-54449744	chr19:54453545-54453656	3.933	+
ENSG00000239998.5	LILRA2	chr19:54572920-54573435	chr19:54573830-54573912	0.91	+
ENSG00000239998.5	LILRA2	chr19:54572920-54573435	chr19:54573697-54573912	0.777	+
ENSG00000239998.5	LILRA2	chr19:54572920-54573435	chr19:54574075-54574111	1.155	+
ENSG00000104972.15	LILRB1	chr19:54630410-54631107	chr19:54635103-54635179	4.693	+
ENSG00000104972.15	LILRB1	chr19:54630410-54631107	chr19:54633637-54633688	3.227	+
ENSG00000104972.15	LILRB1	chr19:54631262-54631306	chr19:54635103-54635179	3.841	+
ENSG00000104972.15	LILRB1	chr19:54631262-54631306	chr19:54633637-54633688	2.375	+
ENSG00000131037.14	EPS8L1	chr19:55075853-55075919	chr19:55078998-55079057	3.145	+
ENSG00000131037.14	EPS8L1	chr19:55075853-55075919	chr19:55078087-55078128	2.234	+
ENSG00000131037.14	EPS8L1	chr19:55076356-55076461	chr19:55078998-55079057	2.642	+
ENSG00000131037.14	EPS8L1	chr19:55076356-55076461	chr19:55078087-55078128	1.731	+
ENSG00000105048.16	TNNT1	chr19:55146660-55146949	chr19:55146433-55146466	0.483	-
ENSG00000129990.14	SYT5	chr19:55180117-55180441	chr19:55178195-55178368	2.073	-
ENSG00000180061.9	TMEM150B	chr19:55320391-55320458	chr19:55320038-55320166	0.292	-
ENSG00000133247.13	KMT5C	chr19:55339853-55339957	chr19:55342214-55342380	2.361	+
ENSG00000188785.11	ZNF548	chr19:57389850-57390114	chr19:57394042-57394223	4.192	+
ENSG00000188785.11	ZNF548	chr19:57389850-57390114	chr19:57394187-57394223	4.337	+
ENSG00000188785.11	ZNF548	chr19:57389850-57390114	chr19:57392800-57392948	2.95	+
ENSG00000188785.11	ZNF548	chr19:57389850-57390114	chr19:57392787-57392948	2.937	+
ENSG00000188785.11	ZNF548	chr19:57390453-57390845	chr19:57394042-57394223	3.589	+
ENSG00000188785.11	ZNF548	chr19:57390453-57390845	chr19:57394187-57394223	3.734	+
ENSG00000188785.11	ZNF548	chr19:57390453-57390845	chr19:57392800-57392948	2.347	+
ENSG00000188785.11	ZNF548	chr19:57390453-57390845	chr19:57392787-57392948	2.334	+
ENSG00000171606.17	ZNF274	chr19:58183029-58184846	chr19:58186946-58187042	3.917	+
ENSG00000171606.17	ZNF274	chr19:58183029-58184846	chr19:58185711-58185838	2.682	+
ENSG00000171606.17	ZNF274	chr19:58183029-58184846	chr19:58185696-58185838	2.667	+
ENSG00000283515.1	CTD-3138B18.4	chr19:58228914-58228946	chr19:58230393-58230462	1.479	+
ENSG00000083845.8	RPS5	chr19:58386400-58386622	chr19:58387031-58387339	0.631	+
ENSG00000196476.11	C20orf96	chr20:290587-290778	chr20:289558-289676	1.102	-
ENSG00000125841.12	NRSN2	chr20:346782-347142	chr20:349637-349832	2.855	+
ENSG00000125826.20	RBCK1	chr20:407498-407671	chr20:409880-410025	2.382	+
ENSG00000125826.20	RBCK1	chr20:407498-407671	chr20:409883-410025	2.385	+
ENSG00000125826.20	RBCK1	chr20:408050-408779	chr20:409880-410025	1.83	+
ENSG00000125826.20	RBCK1	chr20:408050-408779	chr20:409883-410025	1.833	+
ENSG00000088833.17	NSFL1C	chr20:1455714-1457090	chr20:1454212-1454305	2.785	-
ENSG00000196209.12	SIRPB2	chr20:1480294-1480436	chr20:1479699-1479794	0.642	-
ENSG00000088881.20	EBF4	chr20:2706209-2706264	chr20:2709573-2709642	3.364	+
ENSG00000125877.12	ITPA	chr20:3208868-3209033	chr20:3213318-3213383	4.45	+
ENSG00000125877.12	ITPA	chr20:3208868-3209033	chr20:3213318-3213426	4.45	+
ENSG00000125877.12	ITPA	chr20:3208868-3209033	chr20:3213257-3213383	4.389	+
ENSG00000125877.12	ITPA	chr20:3208868-3209033	chr20:3213168-3213226	4.3	+
ENSG00000101224.17	CDC25B	chr20:3800971-3801093	chr20:3801721-3801802	0.75	+
ENSG00000088766.11	CRLS1	chr20:6028271-6028725	chr20:6031284-6031370	3.013	+
ENSG00000089006.16	SNX5	chr20:17961140-17961995	chr20:17956932-17957037	4.958	-
ENSG00000125846.15	ZNF133	chr20:18305008-18305178	chr20:18305667-18305807	0.659	+
ENSG00000089091.16	DZANK1	chr20:18453731-18454639	chr20:18452614-18452682	1.957	-
ENSG00000101294.16	HM13	chr20:31547382-31547692	chr20:31549206-31549332	1.824	+
ENSG00000101294.16	HM13	chr20:31547382-31547692	chr20:31549028-31549114	1.646	+
ENSG00000149599.15	DUSP15	chr20:31870317-31870747	chr20:31869563-31869597	1.15	-
ENSG00000101346.13	POFUT1	chr20:32207880-32208065	chr20:32210070-32210192	2.19	+
ENSG00000101391.20	CDK5RAP1	chr20:33401428-33401561	chr20:33396760-33397084	4.477	-
ENSG00000101391.20	CDK5RAP1	chr20:33401428-33401561	chr20:33396760-33396936	4.625	-
ENSG00000125967.16	NECAB3	chr20:33662035-33662184	chr20:33659496-33659550	2.634	-
ENSG00000078804.12	TP53INP2	chr20:34704735-34704778	chr20:34705357-34705474	0.622	+
ENSG00000242372.6	EIF6	chr20:35284726-35284985	chr20:35284175-35284261	0.724	-
ENSG00000242372.6	EIF6	chr20:35284726-35284985	chr20:35280653-35280829	4.156	-
